latitude,longitude,altitude,geometry,HID,Type,Kodomo,Name,Label,AgeS,AgeE,Full,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Add1,Add2,TEL,FAX,Owner,Ownership,Proof,Shanai,Y,X,url,Vacancy,VacancyDate
35.652889,139.335726,,Point,1001,認可保育所,,八王子市立子安保育園,八王子市立子安保育園,1歳,,85,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,Y,,,八王子市,子安町四丁目31ｰ1,,,八王子市,公,,,35.652889,139.335726,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001284.html,,
35.658824,139.310088,,Point,1002,認可保育所,,八王子市立千人保育園,八王子市立千人保育園,1歳,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,Y,,,八王子市,千人町三丁目5ｰ17,,,八王子市,公,,,35.658824,139.310088,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001209.html,,
35.643057,139.274417,,Point,1003,認可保育所,,八王子市立高尾保育園,八王子市立高尾保育園,1歳,,95,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,高尾町1737,,,八王子市,公,,,35.643057,139.274417,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001288.html,,
35.671179,139.254426,,Point,1004,認可保育所,,八王子市立恩方保育園,八王子市立恩方保育園,1歳,,95,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,下恩方町1314,,,八王子市,公,,,35.671179,139.254426,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001278.html,,
35.669308,139.346013,,Point,1005,認可保育所,,八王子市立富士見台保育園,八王子市立富士見台保育園,1歳,,60,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,富士見町21ｰ1,,,八王子市,公,,,35.669308,139.346013,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001253.html,,
35.674221,139.321064,,Point,1006,認可保育所,,八王子市立津久田保育園,八王子市立津久田保育園,産休明け,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,Y,,,八王子市,中野山王三丁目22-3,,,八王子市,公,,,35.674221,139.321064,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001275.html,,
35.6562,139.294711,,Point,1007,認可保育所,,八王子市立長房中央保育園,八王子市立長房中央保育園,産休明け,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,長房町588 ,,,八王子市,公,,,35.6562,139.294711,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001256.html,,
35.650003,139.35407,,Point,1008,認可保育所,,八王子市立北野保育園,八王子市立北野保育園,1歳,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,北野町570ｰ12,,,八王子市,公,,,35.650003,139.35407,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001254.html,,
35.670583,139.289338,,Point,1009,認可保育所,,八王子市立元八王子保育園,八王子市立元八王子保育園,1歳,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,Y,,,八王子市,弐分方町739,,,八王子市,公,,,35.670583,139.289338,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001281.html,,
35.63116,139.3239,,Point,1010,認可保育所,,八王子市立みなみ野保育園,八王子市立みなみ野保育園,産休明け,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：30まで,,Y,,,八王子市,みなみ野六丁目1ｰ1,,,八王子市,公,,,35.63116,139.3239,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001255.html,,
35.666753,139.324828,,Point,1011,認可保育所,,八王子市立中野保育園,八王子市立中野保育園,1歳,,85,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,中野上町一丁目22ｰ11,,,社会福祉法人公徳福祉会,公,,,35.666753,139.324828,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001249.html,,
35.671202,139.36134,,Point,1012,認可保育所,,八王子市立石川保育園,八王子市立石川保育園,1歳,,85,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,石川町2966ｰ8,,,社会福祉法人多摩養育園,公,,,35.671202,139.36134,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001208.html,,
35.665291,139.333085,,Point,1013,認可保育所,,八王子市立静教保育園,八王子市立静教保育園,1歳,,65,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,元横山町三丁目19ｰ13,,,社会福祉法人太和会,公,,,35.665291,139.333085,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001250.html,,
35.66344,139.315344,,Point,1014,認可保育所,,八王子市立多賀保育園,八王子市立多賀保育園,1歳,,80,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,元本郷町三丁目8ｰ16,,,社会福祉法人愛和会,公,,,35.66344,139.315344,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001251.html,,
35.653931,139.296702,,Point,1015,認可保育所,,八王子市立長房南保育園,八王子市立長房南保育園,1歳,,80,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,,,,八王子市,長房町520,,,社会福祉法人多摩養育園,公,,,35.653931,139.296702,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001257.html,,
35.654754,139.289796,,Point,1016,認可保育所,,八王子市立長房西保育園,八王子市立長房西保育園,産休明け,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19：00まで,,Y,,,八王子市,長房町588,,,社会福祉法人相友会,公,,,35.654754,139.289796,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001258.html,,
35.661785,139.320458,,Point,1017,認可保育所,,光明第一保育園,光明第一保育園,産休明け,,350,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,Y,,,八王子市,八木町8-11,,,社会福祉法人多摩養育園,私,,,35.661785,139.320458,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.682934,139.309406,,Point,1018,認可保育所,,光明第三保育園,光明第三保育園,産休明け,,130,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19:00まで,,Y,,,八王子市,楢原町971,,,社会福祉法人多摩養育園,私,,,35.682934,139.309406,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.671897,139.302884,,Point,1019,認可保育所,,八王子隣保館保育園,八王子隣保館保育園,産休明け,,80,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19:30まで,,Y,,,八王子市,叶谷町1133,,,社会福祉法人東京都福祉事業協会,私,,,35.671897,139.302884,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.658977,139.341976,,Point,1020,認可保育所,,船森保育園,船森保育園,2歳,,140,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,明神町四丁目9-1,,,（個人立）,私,,,35.658977,139.341976,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.659114,139.350275,,Point,1021,認可保育所,,八王子共励保育園,八王子共励保育園,産休明け,,278,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,明神町一丁目9-20,,,社会福祉法人同志舎,私,,,35.659114,139.350275,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.641349,139.33854,,Point,1022,認可保育所,,由井さゆり保育園,由井さゆり保育園,産休明け,,130,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19:30まで,,,,,八王子市,片倉町2436,,,社会福祉法人愛信芳主会,私,,,35.641349,139.33854,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.654874,139.308768,,Point,1023,認可保育所,,多摩文化保育園,多摩文化保育園,1歳,,100,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,千人町四丁目1-6,,,（個人立）,私,,,35.654874,139.308768,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.658335,139.326635,,Point,1024,認可保育所,,桑都保育園,桑都保育園,産休明け,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,小門町7-18,,,社会福祉法人桑都会,私,,,35.658335,139.326635,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.657721,139.323711,,Point,1025,認可保育所,,八王子ふたば保育園,八王子ふたば保育園,1歳,,60,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,Y,,,八王子市,台町四丁目4-14,,,（個人立）,私,,,35.657721,139.323711,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.648842,139.340482,,Point,1026,認可保育所,,藤井保育園,藤井保育園,産休明け,,66,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,子安町二丁目23-25,,,社会福祉法人福愛会,私,,,35.648842,139.340482,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.644231,139.28617,,Point,1027,認可保育所,,浅川保育園,浅川保育園,産休明け,,136,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育18:30まで,,Y,,,八王子市,東浅川町968,,,社会福祉法人相友会,私,,,35.644231,139.28617,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.676281,139.375861,,Point,1028,認可保育所,,多摩小ばと保育園,多摩小ばと保育園,産休明け,,123,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19:30まで,,,,,八王子市,石川町3279,,,社会福祉法人清諒会,私,,,35.676281,139.375861,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.680132,139.319727,,Point,1029,認可保育所,,甲ノ原保育園,甲ノ原保育園,産休明け,,225,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,中野町2517-2,,,社会福祉法人菊清会,私,,,35.680132,139.319727,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.663034,139.302857,,Point,1030,認可保育所,,光明第四保育園,光明第四保育園,産休明け,,145,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,横川町603,,,社会福祉法人多摩養育園,私,,,35.663034,139.302857,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.641112,139.315954,,Point,1031,認可保育所,,光明第五保育園,光明第五保育園,産休明け,,100,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,山田町1688-2,,,社会福祉法人多摩養育園,私,,,35.641112,139.315954,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.643335,139.363416,,Point,1032,認可保育所,,打越保育園,打越保育園,産休明け,,140,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,長沼町793,,,社会福祉法人打越保育園,私,,,35.643335,139.363416,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.640641,139.342512,,Point,1033,認可保育所,,打越保育園分園,打越保育園分園,産休明け,,13,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,片倉町717-4　,,,社会福祉法人打越保育園,私,,,35.640641,139.342512,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.705235,139.309127,,Point,1034,認可保育所,,光明第七保育園,光明第七保育園,産休明け,,100,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,宮下町354,,,社会福祉法人多摩養育園,私,,,35.705235,139.309127,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.694477,139.282311,,Point,1035,認可保育所,,共励第二保育園,共励第二保育園,産休明け,,215,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育18:30まで,,,,,八王子市,川口町2631,,,社会福祉法人同志舎,私,,,35.694477,139.282311,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
